2018-11-18 21:04:18.969481, 'Trump', 'twitter.com', 'https://twitter.com/search?q=Trump&ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Esearch'
2018-11-18 21:04:18.969805, 'Trump', 'twitter.com', 'https://twitter.com/realDonaldTrump?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor'
2018-11-18 21:04:18.970163, 'Trump', 'twitter.com', 'https://twitter.com/realDonaldTrump/status/1064246787161145346?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Etweet'
2018-11-18 21:04:18.970473, 'Trump', 'twitter.com', 'https://twitter.com/realDonaldTrump?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor'
2018-11-18 21:04:18.970764, 'Trump', 'twitter.com', 'https://twitter.com/realDonaldTrump/status/1064216956679716864?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Etweet'
2018-11-18 21:04:18.971143, 'Trump', 'twitter.com', 'https://twitter.com/RepAdamSchiff?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor'
2018-11-18 21:04:18.971646, 'Trump', 'twitter.com', 'https://twitter.com/RepAdamSchiff/status/1064225872608141319?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Etweet'
2018-11-18 21:04:18.972128, 'Trump', 'twitter.com', 'https://twitter.com/realDonaldTrump?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor'
2018-11-18 21:04:18.972627, 'Trump', 'twitter.com', 'https://twitter.com/realDonaldTrump/status/1064245710747590657?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Etweet'
2018-11-18 21:04:18.972942, 'Trump', 'twitter.com', 'https://twitter.com/realDonaldTrump?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor'
2018-11-18 21:04:18.973226, 'Trump', 'twitter.com', 'https://twitter.com/realDonaldTrump/status/1064227483187318784?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Etweet'
2018-11-18 21:04:18.973561, 'Trump', 'twitter.com', 'https://twitter.com/realDonaldTrump?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor'
2018-11-18 21:04:18.973832, 'Trump', 'twitter.com', 'https://twitter.com/realDonaldTrump/status/1064209246114459648?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Etweet'
2018-11-18 21:04:18.974076, 'Trump', 'twitter.com', 'https://twitter.com/realDonaldTrump?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor'
2018-11-18 21:04:18.974327, 'Trump', 'twitter.com', 'https://twitter.com/realDonaldTrump/status/1063987157650485249?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Etweet'
2018-11-18 21:04:18.974574, 'Trump', 'www.twitter.com', 'http://www.twitter.com/realdonaldtrump'
2018-11-18 21:04:18.974860, 'Trump', 'www.youtube.com', 'https://www.youtube.com/DonaldTrump'
2018-11-18 21:04:18.975123, 'Trump', 'www.instagram.com', 'http://www.instagram.com/realdonaldtrump'
2018-11-18 21:04:18.975375, 'Trump', 'www.facebook.com', 'https://www.facebook.com/POTUS/'
2018-11-18 21:04:18.988055, 'Trump', 'www.donaldjtrump.com', 'https://www.donaldjtrump.com/'
2018-11-18 21:04:18.988346, 'Trump', 'www.cnn.com', 'https://www.cnn.com/2018/11/18/politics/trump-schiff-little-adam-schitt-tweet/index.html'
2018-11-18 21:04:18.988642, 'Trump', 'www.cnn.com', 'https://www.cnn.com/2018/11/18/politics/donald-trump-william-mcraven/index.html'
2018-11-18 21:04:18.988936, 'Trump', 'www.cnbc.com', 'https://www.cnbc.com/donald-trump/'
2018-11-18 21:04:18.989222, 'Trump', 'en.wikipedia.org', 'https://en.wikipedia.org/wiki/Donald_Trump'
2018-11-18 21:04:18.989505, 'Trump', 'www.theatlantic.com', 'https://www.theatlantic.com/magazine/archive/2016/06/the-mind-of-donald-trump/480771/'
2018-11-18 21:04:18.989794, 'Trump', 'www.nytimes.com', 'https://www.nytimes.com/2018/10/21/us/politics/transgender-trump-administration-sex-definition.html'
2018-11-18 21:04:18.990049, 'Trump', 'www.investopedia.com', 'https://www.investopedia.com/updates/donald-trump-companies/'
2018-11-18 21:04:18.990316, 'Trump', 'www.trumphotels.com', 'https://www.trumphotels.com/'
2018-11-18 21:04:18.990591, 'Trump', 'www.nytimes.com', 'http://www.nytimes.com/topic/person/donald-trump'
2018-11-18 21:04:18.990842, 'Trump', 'www.whitehouse.gov', 'https://www.whitehouse.gov/people/donald-j-trump/'
2018-11-18 21:04:18.991092, 'Trump', 'www.bbc.com', 'https://www.bbc.com/news/world-europe-46256296'
2018-11-18 21:04:18.991454, 'Trump', 'www.trumpwinery.com', 'https://www.trumpwinery.com/'
2018-11-18 21:04:18.991703, 'Trump', 'www.usatoday.com', 'https://www.usatoday.com/story/news/politics/onpolitics/2018/11/18/trump-tweet-adam-schiff/2048756002/'
2018-11-18 21:04:18.991958, 'Trump', 'www.twitch.tv', 'https://www.twitch.tv/trumpsc'
2018-11-18 21:04:18.992218, 'Trump', 'www.forbes.com', 'https://www.forbes.com/profile/donald-trump/'
2018-11-18 21:04:18.992475, 'Trump', 'www.trumpnationallosangeles.com', 'https://www.trumpnationallosangeles.com/'
2018-11-18 21:04:18.992911, 'Trump', 'www.washingtonpost.com', 'https://www.washingtonpost.com/world/national-security/trump-attacks-retired-navy-admiral-for-not-capturing-osama-bin-laden-faster/2018/11/18/b3e1bbb0-eb69-11e8-9236-bb94154151d2_story.html'
2018-11-18 21:04:18.993257, 'Trump', 'www.youtube.com', 'https://www.youtube.com/channel/UCsQnAt5I56M-qx4OgCoVmeA'
2018-11-18 21:04:18.993524, 'Trump', 'time.com', 'http://time.com/donald-trump-after-hours/'
2018-11-18 21:04:18.993812, 'Trump', 'www.politifact.com', 'https://www.politifact.com/personalities/donald-trump/'
2018-11-18 21:04:18.994086, 'Trump', 'www.psychologytoday.com', 'https://www.psychologytoday.com/us/basics/president-donald-trump'
2018-11-18 21:04:18.994495, 'Trump', 'www.theatlantic.com', 'https://www.theatlantic.com/magazine/archive/2016/06/the-mind-of-donald-trump/480771/'
2018-11-18 21:04:18.994895, 'Trump', 'www.theatlantic.com', 'https://www.theatlantic.com/magazine/archive/2018/12/peter-navarro-trump-trade/573913/'
2018-11-18 21:04:18.995234, 'Trump', 'www.vox.com', 'https://www.vox.com/2018/11/15/18047360/trump-lies-media-strategy-george-lakoff'
2018-11-18 21:04:18.995597, 'Trump', 'www.trumpmiami.com', 'https://www.trumpmiami.com/'
2018-11-18 21:04:18.995962, 'Trump', 'www.politico.com', 'https://www.politico.com/news/donald-trump'
2018-11-18 21:04:18.996264, 'Trump', 'abcnews.go.com', 'https://abcnews.go.com/'
2018-11-18 21:04:18.996527, 'Trump', 'thehill.com', 'https://thehill.com/homenews/senate/417225-republicans-primed-to-push-through-dozens-of-trumps-court-picks'
2018-11-18 21:04:18.996792, 'Trump', 'www.trumpferrypoint.com', 'https://www.trumpferrypoint.com/'
2018-11-18 21:04:18.997157, 'Trump', 'www.merriam-webster.com', 'https://www.merriam-webster.com/dictionary/trump'
2018-11-18 21:04:18.997499, 'Trump', 'projects.fivethirtyeight.com', 'https://projects.fivethirtyeight.com/trump-approval-ratings/'
2018-11-18 21:04:18.997823, 'Trump', 'www.rasmussenreports.com', 'http://www.rasmussenreports.com/public_content/politics/trump_administration/prez_track_nov16'
2018-11-18 21:04:18.998129, 'Trump', 'www.investopedia.com', 'https://www.investopedia.com/updates/donald-trump-companies/'
2018-11-18 21:04:18.998421, 'Trump', 'www.trumpnationalbedminster.com', 'https://www.trumpnationalbedminster.com/'
2018-11-18 21:04:18.998744, 'Trump', 'news.gallup.com', 'https://news.gallup.com/poll/203207/trump-job-approval-weekly.aspx'
2018-11-18 21:04:18.999007, 'Trump', 'newrepublic.com', 'https://newrepublic.com/minutes'
2018-11-18 21:04:18.999261, 'Trump', 'www.amazon.com', 'https://www.amazon.com/Donald-Talking-Figure-Different-President/dp/B07284QZ59'
2018-11-18 21:04:18.999522, 'Trump', 'www.wnycstudios.org', 'https://www.wnycstudios.org/shows/trumpinc'
2018-11-18 21:04:18.999772, 'Trump', 'www.newyorker.com', 'https://www.newyorker.com/magazine/2018/10/29/voter-suppression-tactics-in-the-age-of-trump'
2018-11-18 21:04:19.000032, 'Trump', 'www.vanityfair.com', 'https://www.vanityfair.com/news/2017/12/donald-trump-wines'
2018-11-18 21:04:19.000290, 'Trump', 'mashable.com', 'https://mashable.com/category/donald-trump/'
2018-11-18 21:04:19.000548, 'Trump', 'www.npr.org', 'https://www.npr.org/2018/11/18/669037945/trump-says-of-midterm-losses-my-name-wasn-t-on-the-ballot'
2018-11-18 21:04:19.000834, 'Trump', 'www.foxnews.com', 'https://www.foxnews.com/politics/trump-in-exclusive-interview-reveals-obamas-private-guidance-on-greatest-threat-to-the-u-s'
